date,y,yhat,error
2024-10-27,17.74957000637229,15.86620085864738,1.8833691477249115
2024-10-28,17.27342944934263,16.87170982804796,0.40171962129467076
2024-10-29,16.762662769669195,16.489546831003157,0.273115938666038
2024-10-30,16.90807106578014,16.07550498875083,0.8325660770293091
2024-10-31,15.635143041824017,16.205107985062874,-0.5699649432388565
2024-11-01,16.302964394942684,15.154791456879455,1.1481729380632295
2024-11-02,15.376830702124165,15.71159786470027,-0.33476716257610484
2024-11-03,17.024378429574273,14.948626545654717,2.0757518839195566
2024-11-04,18.022681739554116,16.319279313783696,1.7034024257704203
2024-11-05,17.831390505293673,17.167584258226338,0.6638062470673347
2024-11-06,18.216531315714775,17.020893658333925,1.1956376573808498
2024-11-07,17.358727084629262,17.361640805368623,-0.0029137207393610254
2024-11-08,15.150721273520425,16.647007872838298,-1.4962865993178731
2024-11-09,16.021433500748284,14.795074096939198,1.2263594038090861
2024-11-10,18.116750963305655,15.525347528046249,2.591403435259407
2024-11-11,18.308641216125704,17.296004311279944,1.0126369048457597
2024-11-12,17.944045878389854,17.474135553962768,0.4699103244270866
2024-11-13,16.49319938874912,17.176541967136657,-0.6833425783875384
2024-11-14,15.59388591355885,15.9504723508378,-0.3565864372789491
2024-11-15,15.743742351759648,15.194632502309618,0.5491098494500299
2024-11-16,14.998010221605218,15.323608449728873,-0.32559822812365447
2024-11-17,14.779177639631179,14.697094739572602,0.08208290005857677
2024-11-18,15.942913333739995,14.514258440799159,1.4286548929408358
2024-11-19,15.324253626565383,15.496407939544248,-0.17215431297886497
2024-11-20,16.032200013989392,14.976552183615963,1.0556478303734291
2024-11-21,14.930150435646583,15.576630228231137,-0.6464797925845538
2024-11-22,12.919711760512934,14.647803638801072,-1.7280918782881383
2024-11-23,13.680451122135082,12.95720932766084,0.7232417944742426
2024-11-24,15.125506799918789,13.596028238038103,1.5294785618806852
2024-11-25,17.041912812268542,14.810628330415007,2.2312844818535353
2024-11-26,17.32196472311348,16.43033779676062,0.8916269263528598
2024-11-27,18.725220242302797,16.67541019047064,2.049810051832157
2024-11-28,16.637599502505086,17.88580899764928,-1.248209495144195
2024-11-29,15.771556949939493,16.10492624222673,-0.33336929228723555
2024-11-30,15.828847395738162,15.37315468205615,0.45569271368201214
2024-12-01,16.480950979147845,15.42418678588711,1.0567641932607348
2024-12-02,17.665241500420652,15.981197920667991,1.684043579752661
2024-12-03,18.46272321076425,16.99651580192227,1.4662074088419779
2024-12-04,18.98708550597251,17.691990334852868,1.295095171119641
2024-12-05,15.806259648034843,18.159682649499842,-2.353423001465
2024-12-06,14.832241719310048,15.424654879247433,-0.5924131599373847
2024-12-07,14.922431684739474,14.597642459913654,0.3247892248258193
2024-12-08,17.161259448767453,14.675194050903595,2.4860653978638574
2024-12-09,17.65735335958711,16.582924941453534,1.074428418133575
2024-12-10,16.07018902894543,17.01486313487117,-0.944674105925742
2024-12-11,16.228570048120385,15.658573482920602,0.5699965651997836
2024-12-12,15.597791496284533,15.79648350277094,-0.19869200648640728
2024-12-13,15.435831860249777,15.260193932024148,0.17563792822562974
2024-12-14,14.771373820723037,15.12368296241745,-0.35230914169441263
2024-12-15,17.893256220879483,14.558543626927554,3.334712593951929
2024-12-16,18.214954538747975,17.22461615472587,0.990338384022106
2024-12-17,18.188508529985675,17.51078815760851,0.6777203723771663
2024-12-18,16.666738690120756,17.49712808580322,-0.8303893956824631
2024-12-19,15.03428834125097,16.190038205659373,-1.1557498644084028
2024-12-20,13.716066283957879,14.793526265013337,-1.0774599810554584
2024-12-21,14.349378225331662,13.669623122032103,0.6797551032995592
2024-12-22,14.991342564033976,14.209510646995428,0.7818319170385486
2024-12-23,18.75803778680896,14.75748587732225,4.00055190948671
2024-12-24,16.89031711933214,17.98372664973159,-1.0934095303994518
2024-12-25,15.643592294823351,16.380015704521934,-0.7364234096985829
2024-12-26,14.947830759725441,15.315603281382048,-0.36777252165660634
2024-12-27,15.605097093813344,14.723513397692429,0.8815836961209147
2024-12-28,15.605802222138786,15.284767053648315,0.32103516849047153
2024-12-29,17.490563393718208,15.286860786255989,2.203702607462219
2024-12-30,17.38826009558821,16.90164464655066,0.48661544903754717
2024-12-31,17.99674513432015,16.818823609598162,1.177921524721988
2025-01-01,19.284142139758153,17.349621043194418,1.934521096563735
2025-01-02,16.79685819169059,18.475630510654405,-1.6787723189638157
2025-01-03,16.602041322387773,16.32412224718422,0.2779190752035525
2025-01-04,16.92350037137548,16.1596625705506,0.7638378008248772
2025-01-05,15.468568811731263,16.4395342712492,-0.970965459517938
2025-01-06,16.52079696011625,15.190202857642188,1.3305941024740626
2025-01-07,18.5537548676747,16.095135675753614,2.4586191919210876
2025-01-08,18.0862350519125,17.854227509060983,0.23200754285151604
2025-01-09,15.822694017394333,17.455897268698283,-1.63320325130395
2025-01-10,16.289044206115445,15.502220600266945,0.7868236058485003
2025-01-11,16.083001781200835,15.905006133109268,0.1779956480915672
2025-01-12,17.582830442186506,15.729565090813606,1.8532653513728992
2025-01-13,18.90995768082046,17.02554006224917,1.884417618571291
2025-01-14,17.905861829680855,18.18499094229097,-0.2791291126101143
2025-01-15,18.36885493946613,17.317245446298482,1.0516094931676463
2025-01-16,16.260157105965025,17.726600139157213,-1.4664430331921885
2025-01-17,14.625832074429145,15.897709543581174,-1.2718774691520291
2025-01-18,14.647207853197077,14.488520824155975,0.15868702904110243
2025-01-19,15.992423627039985,14.507326673756436,1.4850969532835485
2025-01-20,17.65767629297886,15.66695671991761,1.9907195730612486
2025-01-21,17.48699079635696,17.1090598686935,0.3779309276634599
2025-01-22,18.10058004546643,16.965589731766244,1.134990313700186
2025-01-23,17.393751410144002,17.50390046648607,-0.11014905634206684
2025-01-24,16.022656023381604,16.89344173844159,-0.8707857150599878
2025-01-25,17.375965325333095,15.705306615980437,1.670658709352658
2025-01-26,19.322274375438028,16.88097454096744,2.4412998344705876
2025-01-27,19.662991426186856,18.58450807881417,1.0784833473726856
2025-01-28,19.397046320350697,18.89545082645748,0.5015954938932161
2025-01-29,16.872525470410846,18.671813807014384,-1.7992883366035386
2025-01-30,15.9855391599228,16.46088284734719,-0.4753436874243899
2025-01-31,15.559609563277979,15.690539953263743,-0.1309303899857639
2025-02-01,16.480371615930558,15.321441544861356,1.1589300710692019
2025-02-02,17.459643675049414,16.122949026982198,1.3366946480672155
2025-02-03,18.843993105884266,16.97891013650269,1.8650829693815751
2025-02-04,20.66277074642178,18.19613491664873,2.4666358297730504
2025-02-05,18.988103601979752,19.81364970666798,-0.8255461046882289
2025-02-06,17.326205255268277,18.337813410113952,-1.0116081548456748
2025-02-07,15.462383923515253,16.879812195748176,-1.4174282722329234
2025-02-08,16.212135076083506,15.251618812480329,0.9605162636031768
2025-02-09,18.479529338248962,15.906411991833039,2.5731173464159234
2025-02-10,17.560821499631107,17.892602696542777,-0.3317811969116704
2025-02-11,17.67776194603395,17.089550638308296,0.5882113077256541
2025-02-12,17.66270248286522,17.195993158529813,0.4667093243354081
2025-02-13,17.854769693934102,17.18625447895804,0.6685152149760611
2025-02-14,17.54698636197752,17.358376189328236,0.18861017264928392
2025-02-15,17.950250756007673,17.090779848761457,0.8594709072462159
2025-02-16,18.457178761759142,17.44919713579755,1.007981625961591
2025-02-17,19.828238231123773,17.899982787971425,1.9282554431523486
2025-02-18,20.880743672057072,19.121978503129863,1.7587651689272086
2025-02-19,18.04870832572709,20.073511623515714,-2.0248032977886226
2025-02-20,18.033106009105,17.5539896749208,0.4791163341842015
2025-02-21,17.23027492194504,17.543957068066042,-0.3136821461210033
2025-02-22,16.93793582758995,16.83698954809731,0.10094627949263923
2025-02-23,15.629411058379235,16.581025491413854,-0.951614433034619
2025-02-24,16.176963643253814,15.429183652045827,0.7477799912079863
2025-02-25,19.240170298655364,15.911724040365291,3.3284462582900733
2025-02-26,18.051778877101718,18.617309840770716,-0.5655309636689978
2025-02-27,16.27079769541026,17.567846247292962,-1.2970485518827033
2025-02-28,15.776108367766586,15.996738913006904,-0.22063054524031855
2025-03-01,15.826569209729843,15.5622810417837,0.26428816794614285
2025-03-02,17.52345717526838,15.607363078658341,1.9160940966100384
2025-03-03,20.35441862113267,17.102935736305632,3.2514828848270376
2025-03-04,19.719841091177155,19.61650738264648,0.10333370853067692
2025-03-05,19.25540347525628,19.058700379772368,0.19670309548391174
2025-03-06,17.039685314223558,18.651527670082658,-1.6118423558590997
2025-03-07,18.301477718345367,16.687118028805582,1.6143596895397856
2025-03-08,18.45124995187879,17.806127822754803,0.6451221291239868
2025-03-09,18.07232190175562,17.94272741534965,0.12959448640596705
2025-03-10,20.14751323523745,17.610250452874883,2.5372627823625677
2025-03-11,21.420956189780092,19.46208818657669,1.9588680032034027
2025-03-12,20.417294602203963,20.617323883544458,-0.2000292813404947
2025-03-13,17.35175472043902,19.72319227590694,-2.371437555467921
2025-03-14,18.818325203695355,16.98425541286045,1.8340697908349064
2025-03-15,18.957279895568675,18.290827660294646,0.6664522352740292
2025-03-16,20.702514785806102,18.41916434431498,2.283350441491123
2025-03-17,20.45093918461852,19.989871517193066,0.46106766742545346
